#proteinId	iprId	iprDesc	domainDb	domainId	domainDesc	numHits	domainStarts	domainEnds	score
2	IPR011545	DNA/RNA helicase, DEAD/DEAH box type, N-terminal	HMMPfam	PF00270	DEAD	1	917,	1072,	2.4e-15
8912	IPR006101	Glycoside hydrolase, family 2	ScanRegExp	PS00719	GLYCOSYL_HYDROL_F2_1	1	374,	399,	8e-5
8912	IPR006102	Glycoside hydrolase family 2, immunoglobulin-like beta-sandwich	superfamily	SSF49303	beta-Galactosidase/glucuronidase domain	2	216,627,	322,737,	1.1e-20,9.1e-23
8912	IPR008979	Galactose-binding like	superfamily	SSF49785	Galactose-binding domain-like	1	7,	214,	2.7e-69
8912	IPR017853	Glycoside hydrolase, catalytic core	superfamily	SSF51445	(Trans)glycosidases	1	323,	626,	4.5e-93
8912	IPR011013	Glycoside hydrolase-type carbohydrate-binding	superfamily	SSF74650	Galactose mutarotase-like	1	740,	1041,	6.5e-81
8913	IPR006102	Glycoside hydrolase family 2, immunoglobulin-like beta-sandwich	HMMPfam	PF00703	Glyco_hydro_2	1	281,	316,	5.7e-09
8913	IPR006103	Glycoside hydrolase family 2, TIM barrel	HMMPfam	PF02836	Glyco_hydro_2_C	1	418,	471,	6.4e-07
8913	IPR006104	Glycoside hydrolase family 2, carbohydrate-binding	HMMPfam	PF02837	Glyco_hydro_2_N	1	16,	194,	9.6e-26
8913	IPR006102	Glycoside hydrolase family 2, immunoglobulin-like beta-sandwich	superfamily	SSF49303	beta-Galactosidase/glucuronidase domain	1	196,	316,	4.7e-14
8913	IPR008979	Galactose-binding like	superfamily	SSF49785	Galactose-binding domain-like	1	3,	195,	2.3e-46
8913	IPR017853	Glycoside hydrolase, catalytic core	superfamily	SSF51445	(Trans)glycosidases	1	319,	631,	5.5e-58
8914	IPR001138	Fungal transcriptional regulatory protein, N-terminal	superfamily	SSF57701	Zn2/Cys6 DNA-binding domain	1	32,	64,	0.00045
8915	IPR003663	Sugar transporter	FPrintScan	PR00171	SUGRTRNSPORT	4	54,141,399,422,	64,160,420,434,	4.9e-07,4.9e-07,4.9e-07,4.9e-07
8915	IPR005828	General substrate transporter	HMMPfam	PF00083	Sugar_tr	1	46,	497,	1e-96
8915	IPR003663	Sugar transporter	HMMTigr	TIGR00879	SP: MFS transporter, sugar porter (SP) famil	1	1,	493,	5e-88
8915	IPR007114	Major facilitator superfamily	ProfileScan	PS50850	MFS	1	46,	486,	30.923
8915	IPR016196	MFS general substrate transporter	superfamily	SSF103473	MFS general substrate transporter	1	1,	495,	1.7e-67
8917	IPR002734	Bacterial bifunctional deaminase-reductase, C-terminal	HMMPfam	PF01872	RibD_C	1	8,	201,	4.7e-08
8918	IPR010905	Glycosyl hydrolase, family 88	HMMPfam	PF07470	Glyco_hydro_88	1	21,	369,	1.7e-114
8918	IPR008928	Six-hairpin glycosidase-like	superfamily	SSF48208	Six-hairpin glycosidases	1	6,	367,	8.6e-92
8919	IPR011701	Major facilitator superfamily MFS-1	HMMPfam	PF07690	MFS_1	1	81,	455,	2.5e-24
8919	IPR007114	Major facilitator superfamily	ProfileScan	PS50850	MFS	1	77,	493,	9.229
8919	IPR016196	MFS general substrate transporter	superfamily	SSF103473	MFS general substrate transporter	1	36,	497,	1.4e-60
8920	IPR011550	Amidohydrolase-like	BlastProDom	PD001248	Q8XKX5_CLOPE_Q8XKX5;	1	354,	382,	0.0002
8920	IPR006680	Amidohydrolase 1	HMMPfam	PF01979	Amidohydro_1	1	57,	387,	1.6e-78
8920	IPR011059	Metal-dependent hydrolase, composite	superfamily	SSF51338	Composite domain of metallo-dependent hydrolases	2	1,350,	80,449,	1.5e-06,3e-31
8922	IPR016639	Glutathione S-transferase, predicted	HMMPIR	PIRSF015753	Predicted glutathione S-transferase	1	1,	311,	1.1e-110
8922	IPR010987	Glutathione S-transferase, C-terminal-like	superfamily	SSF47616	Glutathione S-transferase (GST), C-terminal domain	1	153,	299,	6e-22
8922	IPR012336	Thioredoxin-like fold	superfamily	SSF52833	Thioredoxin-like	1	20,	142,	8.6e-10
8924	IPR013094	Alpha/beta hydrolase fold-3	HMMPfam	PF07859	Abhydrolase_3	1	91,	325,	1.1e-48
8926	IPR001650	DNA/RNA helicase, C-terminal	HMMPfam	PF00271	Helicase_C	1	239,	299,	1.9e-16
8926	IPR000999	Ribonuclease III	HMMPfam	PF00636	Ribonuclease_3	2	749,932,	854,1090,	1.8e-30,6.4e-17
8926	IPR005034	Protein of unknown function DUF283	HMMPfam	PF03368	DUF283	1	368,	462,	1.7e-05
8926	IPR001650	DNA/RNA helicase, C-terminal	HMMSmart	SM00490	no description	1	201,	300,	2.4e-09
8926	IPR000999	Ribonuclease III	HMMSmart	SM00535	no description	2	731,911,	876,1113,	2.7e-17,1.2e-19
8926	IPR000999	Ribonuclease III	ProfileScan	PS50142	RNASE_3_2	2	714,896,	854,1090,	26.769,25.400
8926	IPR001650	DNA/RNA helicase, C-terminal	ProfileScan	PS51194	HELICASE_CTER	1	175,	341,	13.407
8926	IPR001254	Peptidase S1 and S6, chymotrypsin/Hap	ScanRegExp	PS00134	TRYPSIN_HIS	1	680,	685,	NA
8926	IPR003006	Immunoglobulin/major histocompatibility complex, conserved site	ScanRegExp	PS00290	IG_MHC	1	98,	104,	NA
8926	IPR000999	Ribonuclease III	ScanRegExp	PS00517	RNASE_3_1	1	932,	940,	8e-5
8926	IPR000999	Ribonuclease III	superfamily	SSF69065	RNase III catalytic domain-like (Pfam 00636)	2	711,892,	878,1116,	3.4e-31,1.1e-34
8927	IPR011616	bZIP transcription factor, bZIP-1	HMMPfam	PF00170	bZIP_1	1	101,	168,	2.8e-07
8927	IPR004827	Basic-leucine zipper (bZIP) transcription factor	HMMSmart	SM00338	no description	1	101,	168,	0.0037
8927	IPR004827	Basic-leucine zipper (bZIP) transcription factor	ScanRegExp	PS00036	BZIP_BASIC	1	108,	123,	8e-5
8928	IPR000008	C2 calcium-dependent membrane targeting	FPrintScan	PR00360	C2DOMAIN	2	57,81,	69,94,	0.0073,0.0073
8928	IPR000008	C2 calcium-dependent membrane targeting	HMMPfam	PF00168	C2	2	42,262,	120,348,	1.9e-26,5.5e-19
8928	IPR003817	Phosphatidylserine decarboxylase-related	HMMPfam	PF02666	PS_Dcarbxylase	1	798,	1009,	1.4e-64
8928	IPR000008	C2 calcium-dependent membrane targeting	HMMSmart	SM00239	no description	2	41,261,	135,363,	1.3e-14,2.1e-14
8928	IPR005221	Phosphatidylserine decarboxylase	HMMTigr	TIGR00163	PS_decarb: phosphatidylserine decarboxylase	1	785,	1005,	8.3e-26
8928	IPR000008	C2 calcium-dependent membrane targeting	ProfileScan	PS50004	C2	2	42,247,	120,348,	13.372,12.573
8928	IPR002048	Calcium-binding EF-hand	ProfileScan	PS50222	EF_HAND_2	1	483,	518,	10.748
8928	IPR002048	Calcium-binding EF-hand	ScanRegExp	PS00018	EF_HAND_1	1	496,	508,	NA
8928	IPR008973	C2 calcium/lipid-binding region, CaLB	superfamily	SSF49562	C2 domain (Calcium/lipid-binding domain, CaLB)	2	18,220,	167,359,	8.3e-29,1.6e-19
8929	IPR013218	Mtw1 kinetochore complex, DSN1	HMMPfam	PF08202	Mis12_component	1	227,	492,	7.9e-38
8930	IPR006084	DNA repair protein (XPGC)/yeast Rad	FPrintScan	PR00853	XPGRADSUPER	5	32,74,110,131,193,	46,93,127,151,208,	5.5e-15,5.5e-15,5.5e-15,5.5e-15,5.5e-15
8930	IPR006085	XPG N-terminal	HMMPfam	PF00752	XPG_N	1	1,	99,	5.2e-05
8930	IPR006086	XPG I	HMMPfam	PF00867	XPG_I	1	111,	207,	7.8e-11
8930	IPR006086	XPG I	HMMSmart	SM00484	no description	1	111,	188,	0.00052
8930	IPR006085	XPG N-terminal	HMMSmart	SM00485	no description	1	1,	102,	0.00065
8930	IPR001137	Glycoside hydrolase, family 11	ScanRegExp	PS00777	GLYCOSYL_HYDROL_F11_2	1	159,	170,	NA
8930	IPR008918	Helix-hairpin-helix motif, class 2	superfamily	SSF47807	5' to 3' exonuclease, C-terminal subdomain	1	188,	346,	5.3e-17
8931	IPR004000	Actin/actin-like	HMMPfam	PF00022	Actin	1	40,	519,	2.8e-08
8931	IPR004000	Actin/actin-like	HMMSmart	SM00268	no description	1	43,	523,	1.2e-05
8932	IPR008183	Aldose 1-epimerase	HMMPfam	PF01263	Aldose_epim	1	84,	426,	2.4e-63
8932	IPR011013	Glycoside hydrolase-type carbohydrate-binding	superfamily	SSF74650	Galactose mutarotase-like	1	81,	445,	9.5e-78
8933	IPR000637	HMG-I and HMG-Y, DNA-binding	FPrintScan	PR00929	ATHOOK	2	149,200,	160,210,	0.0072,0.0072
8935	IPR000719	Protein kinase, core	BlastProDom	PD000001	Q9FIL6_ARATH_Q9FIL6;	1	182,	314,	1e-05
8935	IPR000719	Protein kinase, core	ProfileScan	PS50011	PROTEIN_KINASE_DOM	1	117,	614,	11.552
8935	IPR011009	Protein kinase-like	superfamily	SSF56112	Protein kinase-like (PK-like)	1	181,	290,	9.8e-14
8936	IPR006175	Endoribonuclease L-PSP	HMMPfam	PF01042	Ribonuc_L-PSP	1	359,	486,	2.3e-05
8936	IPR013813	Endoribonuclease L-PSP/chorismate mutase-like	superfamily	SSF55298	YjgF-like	1	346,	489,	8.4e-20
8938	IPR013907	Sds3-like	HMMPfam	PF08598	Sds3	1	57,	100,	7.9e-08
8939	IPR000374	Phosphatidate cytidylyltransferase	HMMPfam	PF01148	CTP_transf_1	1	137,	380,	1.7e-13
8940	IPR011545	DNA/RNA helicase, DEAD/DEAH box type, N-terminal	HMMPfam	PF00270	DEAD	1	38,	238,	2.5e-52
8940	IPR001650	DNA/RNA helicase, C-terminal	HMMPfam	PF00271	Helicase_C	1	317,	394,	1.3e-26
8940	IPR014001	DEAD-like helicase, N-terminal	HMMSmart	SM00487	no description	1	33,	262,	2e-44
8940	IPR001650	DNA/RNA helicase, C-terminal	HMMSmart	SM00490	no description	1	309,	394,	2.4e-23
8940	IPR014021	Helicase, superfamily 1 and 2, ATP-binding	ProfileScan	PS51192	HELICASE_ATP_BIND_1	1	45,	249,	26.555
8940	IPR001650	DNA/RNA helicase, C-terminal	ProfileScan	PS51194	HELICASE_CTER	1	283,	437,	17.505
8940	IPR014014	RNA helicase, DEAD-box type, Q motif	ProfileScan	PS51195	Q_MOTIF	1	14,	42,	9.713
8940	IPR000629	RNA helicase, ATP-dependent, DEAD-box, conserved site	ScanRegExp	PS00039	DEAD_ATP_HELICASE	1	195,	203,	8e-5
8941	IPR003480	Transferase	HMMPfam	PF02458	Transferase	1	5,	544,	4.2e-11
8945	IPR005290	Ribosomal protein S15, bacterial-type	BlastProDom	PD157043	Q6UNN1_EEEEE_Q6UNN1;	1	220,	288,	7e-11
8945	IPR000589	Ribosomal protein S15	HMMPfam	PF00312	Ribosomal_S15	1	220,	289,	4.5e-23
8945	IPR005290	Ribosomal protein S15, bacterial-type	HMMTigr	TIGR00952	S15_bact: ribosomal protein S15	1	204,	290,	2.2e-10
8945	IPR000589	Ribosomal protein S15	ScanRegExp	PS00362	RIBOSOMAL_S15	1	238,	268,	8e-5
8945	IPR009068	S15/NS1, RNA-binding	superfamily	SSF47060	S15/NS1 RNA-binding domain	1	201,	288,	5.5e-25
8946	IPR001865	Ribosomal protein S2	FPrintScan	PR00395	RIBOSOMALS2	6	17,47,96,121,138,159,	35,56,113,138,149,173,	5.1e-31,5.1e-31,5.1e-31,5.1e-31,5.1e-31,5.1e-31
8946	IPR001865	Ribosomal protein S2	HMMPfam	PF00318	Ribosomal_S2	1	20,	188,	1.4e-89
8946	IPR005707	Ribosomal protein S2, eukaryotic/archaeal	HMMTigr	TIGR01012	Sa_S2_E_A: ribosomal protein S2	1	12,	209,	5e-114
8946	IPR001865	Ribosomal protein S2	ScanRegExp	PS00963	RIBOSOMAL_S2_2	1	121,	145,	8e-5
8946	IPR001865	Ribosomal protein S2	superfamily	SSF52313	Ribosomal protein S2	1	16,	204,	8.8e-70
8947	IPR001806	Ras GTPase	FPrintScan	PR00449	RASTRNSFRMNG	4	14,60,121,159,	35,82,134,181,	4.4e-13,4.4e-13,4.4e-13,4.4e-13
8947	IPR013753	Ras	HMMPfam	PF00071	Ras	1	87,	183,	9.1e-12
8947	IPR003577	Ras small GTPase, Ras type	HMMSmart	SM00173	no description	1	16,	184,	0.007
8947	IPR003578	Ras small GTPase, Rho type	HMMSmart	SM00174	no description	1	16,	184,	4.8e-05
8947	IPR003579	Ras small GTPase, Rab type	HMMSmart	SM00175	no description	1	14,	184,	9.6e-07
8948	IPR001406	tRNA pseudouridine synthase	HMMPfam	PF01416	PseudoU_synth_1	2	169,380,	332,523,	0.00052,0.00039
8948	IPR001406	tRNA pseudouridine synthase	HMMTigr	TIGR00071	hisT_truA: tRNA pseudouridine synthase A	1	243,	515,	4.6e-49
8950	IPR000836	Phosphoribosyltransferase	HMMPfam	PF00156	Pribosyltran	1	254,	390,	2.1e-28
8950	IPR005946	Phosphoribosyl pyrophosphokinase	HMMTigr	TIGR01251	ribP_PPkin: ribose-phosphate diphosphokina	1	5,	433,	1.2e-81
8951	IPR002843	ATPase, V0/A0 complex, subunit C/D	HMMPfam	PF01992	vATP-synt_AC39	1	12,	360,	5.6e-151
8951	IPR016727	ATPase, V0 complex, subunit D	HMMPIR	PIRSF018497	Vacuolar ATP synthase, subunit D	1	1,	362,	1.6e-213
8951	IPR002843	ATPase, V0/A0 complex, subunit C/D	superfamily	SSF103486	V-type ATP synthase subunit C	1	10,	362,	1.3e-80
8952	IPR002687	Pre-mRNA processing ribonucleoprotein, binding region	BlastProDom	PD004104	NOP5_YEAST_Q12499;	1	310,	378,	8e-27
8952	IPR002687	Pre-mRNA processing ribonucleoprotein, binding region	HMMPfam	PF01798	Nop	1	256,	411,	1.5e-78
8952	IPR012976	NOSIC	HMMPfam	PF08060	NOSIC	1	164,	216,	1.9e-33
8952	IPR012974	NOP5, N-terminal	HMMPfam	PF08156	NOP5NT	1	3,	67,	3.5e-25
8956	IPR001972	Stomatin	FPrintScan	PR00721	STOMATIN	7	91,138,173,193,217,236,261,	113,159,190,216,235,257,284,	1e-24,1e-24,1e-24,1e-24,1e-24,1e-24,1e-24
8956	IPR001107	Band 7 protein	HMMPfam	PF01145	Band_7	1	85,	258,	1.8e-48
8956	IPR001107	Band 7 protein	HMMSmart	SM00244	no description	1	84,	241,	1.2e-39
8957	IPR000182	GCN5-related N-acetyltransferase	HMMPfam	PF00583	Acetyltransf_1	1	72,	194,	2.3e-08
8957	IPR000182	GCN5-related N-acetyltransferase	ProfileScan	PS51186	GNAT	1	33,	223,	12.275
8957	IPR016181	Acyl-CoA N-acyltransferase	superfamily	SSF55729	Acyl-CoA N-acyltransferases (Nat)	1	1,	201,	1.1e-17
8958	IPR002347	Glucose/ribitol dehydrogenase	FPrintScan	PR00081	GDHRDH	4	4,120,152,173,	21,136,171,190,	1.7e-10,1.7e-10,1.7e-10,1.7e-10
8958	IPR002198	Short-chain dehydrogenase/reductase SDR	HMMPfam	PF00106	adh_short	1	3,	171,	5.1e-05
8958	IPR016040	NAD(P)-binding	superfamily	SSF51735	NAD(P)-binding Rossmann-fold domains	1	1,	235,	4.2e-27
8959	IPR011701	Major facilitator superfamily MFS-1	HMMPfam	PF07690	MFS_1	1	76,	502,	1.2e-05
8959	IPR016196	MFS general substrate transporter	superfamily	SSF103473	MFS general substrate transporter	1	43,	571,	1.7e-35
8960	IPR001895	Guanine-nucleotide dissociation stimulator CDC25	HMMPfam	PF00617	RasGEF	1	201,	387,	4e-64
8960	IPR000651	Guanine nucleotide exchange factor for Ras-like GTPases, N-terminal	HMMPfam	PF00618	RasGEF_N	1	28,	136,	1.8e-37
8960	IPR001895	Guanine-nucleotide dissociation stimulator CDC25	HMMSmart	SM00147	no description	1	200,	439,	2.6e-83
8960	IPR000651	Guanine nucleotide exchange factor for Ras-like GTPases, N-terminal	HMMSmart	SM00229	no description	1	24,	158,	4.4e-18
8960	IPR001895	Guanine-nucleotide dissociation stimulator CDC25	ProfileScan	PS50009	RASGEF_CAT	1	204,	438,	73.040
8960	IPR000651	Guanine nucleotide exchange factor for Ras-like GTPases, N-terminal	ProfileScan	PS50212	RASGEF_NTER	1	25,	157,	22.634
8960	IPR008937	Ras guanine nucleotide exchange factor	superfamily	SSF48366	Ras GEF	1	4,	468,	6.4e-113
8962	IPR011547	Sulphate transporter	HMMPfam	PF00916	Sulfate_transp	1	262,	590,	2.1e-47
8962	IPR002645	Sulphate transporter/antisigma-factor antagonist STAS	HMMPfam	PF01740	STAS	1	614,	739,	1.5e-14
8962	IPR002645	Sulphate transporter/antisigma-factor antagonist STAS	ProfileScan	PS50801	STAS	1	613,	743,	20.493
8962	IPR002645	Sulphate transporter/antisigma-factor antagonist STAS	superfamily	SSF52091	Anti-sigma factor antagonist SpoIIaa	1	612,	746,	2.4e-15
8963	IPR003029	S1, RNA binding	HMMPfam	PF00575	S1	1	13,	88,	5.5e-13
8963	IPR011488	Eukaryotic translation initiation factor 2, alpha subunit	HMMPfam	PF07541	EIF_2_alpha	1	125,	237,	7.2e-58
8963	IPR003029	S1, RNA binding	HMMSmart	SM00316	no description	1	15,	88,	1.4e-09
8963	IPR003029	S1, RNA binding	ProfileScan	PS50126	S1	1	17,	88,	16.129
8963	IPR016027	Nucleic acid-binding, OB-fold-like	superfamily	SSF50249	Nucleic acid-binding proteins	1	5,	176,	5.2e-51
8965	IPR002110	Ankyrin	FPrintScan	PR01415	ANKYRIN	2	261,273,	273,285,	0.14,0.14
8965	IPR002110	Ankyrin	HMMPfam	PF00023	Ank	2	260,381,	292,417,	6e-10,1.3
8965	IPR003163	DNA-binding, yeast	HMMPfam	PF02292	APSES	1	28,	111,	6.4e-44
8965	IPR002110	Ankyrin	HMMSmart	SM00248	no description	2	260,381,	289,413,	2e-06,2.2e+02
8965	IPR002110	Ankyrin	ProfileScan	PS50088	ANK_REPEAT	1	260,	292,	13.304
8965	IPR002110	Ankyrin	ProfileScan	PS50297	ANK_REP_REGION	1	260,	302,	15.008
8965	IPR002110	Ankyrin	superfamily	SSF48403	Ankyrin repeat	1	244,	425,	2.7e-25
8965	IPR016144	Mlu1-box-binding protein, DNA-binding	superfamily	SSF54616	DNA-binding domain of Mlu1-box binding protein MBP1	1	6,	126,	2.9e-36
8966	IPR008698	NADH-ubiquinone oxidoreductase B18 subunit	HMMPfam	PF05676	NDUF_B7	1	4,	80,	2.2e-06
8967	IPR002589	Appr-1-p processing	HMMPfam	PF01661	A1pp	1	57,	173,	6.7e-62
8967	IPR002589	Appr-1-p processing	HMMSmart	SM00506	no description	1	39,	173,	5.6e-38
8967	IPR002589	Appr-1-p processing	ProfileScan	PS51154	MACRO	1	27,	214,	28.424
8968	IPR000679	Zinc finger, GATA-type	HMMPfam	PF00320	GATA	1	400,	435,	3.1e-16
8968	IPR000679	Zinc finger, GATA-type	HMMSmart	SM00401	no description	1	394,	446,	4e-18
8968	IPR000679	Zinc finger, GATA-type	ProfileScan	PS50114	GATA_ZN_FINGER_2	1	399,	429,	12.308
8968	IPR000679	Zinc finger, GATA-type	ScanRegExp	PS00344	GATA_ZN_FINGER_1	1	400,	425,	NA
8971	IPR004308	Glutamate-cysteine ligase catalytic subunit	HMMPfam	PF03074	GCS	1	256,	624,	9.4e-187
8972	IPR000223	Peptidase S26A, signal peptidase I	FPrintScan	PR00727	LEADERPTASE	3	105,173,198,	121,185,217,	1.4e-11,1.4e-11,1.4e-11
8972	IPR011056	Peptidase S24, S26A and S26B, C-terminal	HMMPfam	PF00717	Peptidase_S24	1	111,	201,	0.0065
8972	IPR000223	Peptidase S26A, signal peptidase I	HMMTigr	TIGR02227	sigpep_I_bact: signal peptidase I	1	88,	239,	3.7e-11
8972	IPR015927	Peptidase S24, S26A, S26B and S26C	superfamily	SSF51306	LexA/Signal peptidase	1	103,	244,	1.2e-32
8973	IPR001849	Pleckstrin-like	HMMPfam	PF00169	PH	1	850,	1032,	9.6e-10
8973	IPR001849	Pleckstrin-like	HMMSmart	SM00233	no description	2	580,850,	788,1034,	0.0048,2e-09
8973	IPR001849	Pleckstrin-like	ProfileScan	PS50003	PH_DOMAIN	1	849,	1032,	7.468
8974	IPR014830	Glycolipid transfer protein, GLTP	HMMPfam	PF08718	GLTP	1	16,	203,	4.1e-86
8974	IPR014830	Glycolipid transfer protein, GLTP	superfamily	SSF110004	Glycolipid transfer protein, GLTP	1	19,	204,	9.8e-56
8976	IPR001757	ATPase, P-type, K/Mg/Cd/Cu/Zn/Na/Ca/Na/H-transporter	FPrintScan	PR00119	CATATPASE	4	234,425,659,783,	248,439,669,802,	2.5e-16,2.5e-16,2.5e-16,2.5e-16
8976	IPR008250	E1-E2 ATPase-associated region	HMMPfam	PF00122	E1-E2_ATPase	1	189,	278,	1e-07
8976	IPR005834	Haloacid dehalogenase-like hydrolase	HMMPfam	PF00702	Hydrolase	1	421,	806,	1.4e-14
8976	IPR001757	ATPase, P-type, K/Mg/Cd/Cu/Zn/Na/Ca/Na/H-transporter	HMMTigr	TIGR01494	ATPase_P-type: ATPase, P-type (transpor	3	154,339,757,	248,442,802,	8.7e-18,1.1e-19,5.3e-19
8976	IPR006544	P-type ATPase of unknown pump specificity (type V)	HMMTigr	TIGR01657	P-ATPase-V: P-type ATPase of unknown pu	1	1,	1162,	0
8976	IPR001757	ATPase, P-type, K/Mg/Cd/Cu/Zn/Na/Ca/Na/H-transporter	ScanRegExp	PS00154	ATPASE_E1_E2	1	427,	433,	NA
8976	IPR000150	Cof protein	ScanRegExp	PS01229	COF_2	1	783,	805,	NA
8978	IPR000306	Zinc finger, FYVE-type	HMMPfam	PF01363	FYVE	1	340,	424,	2.1e-16
8978	IPR000306	Zinc finger, FYVE-type	HMMSmart	SM00064	no description	2	189,337,	265,424,	3.2e-11,2.3e-12
8978	IPR006642	Zinc finger, Rad18-type putative	HMMSmart	SM00734	no description	1	82,	107,	0.00051
8978	IPR017455	Zinc finger, FYVE-related	ProfileScan	PS50178	ZF_FYVE	2	208,345,	264,423,	8.577,11.482
8978	IPR007087	Zinc finger, C2H2-type	ScanRegExp	PS00028	ZINC_FINGER_C2H2_1	1	85,	107,	NA
8978	IPR004106	Peptidase S9A, oligopeptidase, N-terminal beta-propeller	superfamily	SSF50993	Prolyl oligopeptidase, N-terminal domain	1	79,	131,	0.0031
8978	IPR011011	Zinc finger, FYVE/PHD-type	superfamily	SSF57903	FYVE/PHD zinc finger	2	192,340,	265,424,	7.7e-15,2.3e-14
8979	IPR010619	Protein of unknown function DUF1212	HMMPfam	PF06738	DUF1212	1	418,	616,	1.4e-61
8984	IPR000960	Flavin-containing monooxygenase FMO	HMMPfam	PF00743	FMO-like	1	278,	303,	2.4e-05
8986	IPR000210	BTB/POZ-like	ProfileScan	PS50097	BTB	1	120,	187,	12.536
8986	IPR011333	BTB/POZ fold	superfamily	SSF54695	POZ domain	1	120,	251,	1.9e-07
8987	IPR001510	Zinc finger, PARP-type	BlastProDom	PD004675	PPOL_CHICK_P26446;	1	4,	104,	9e-05
8987	IPR001510	Zinc finger, PARP-type	HMMPfam	PF00645	zf-PARP	1	7,	97,	3e-51
8987	IPR001510	Zinc finger, PARP-type	ProfileScan	PS50064	PARP_ZN_FINGER_2	1	4,	100,	11.466
8988	IPR000608	Ubiquitin-conjugating enzyme, E2	BlastProDom	PD000461	Q9LUQ5_ARATH_Q9LUQ5;	1	788,	917,	5e-22
8988	IPR000608	Ubiquitin-conjugating enzyme, E2	HMMPfam	PF00179	UQ_con	1	789,	943,	1.4e-12
8988	IPR000608	Ubiquitin-conjugating enzyme, E2	HMMSmart	SM00212	no description	1	788,	966,	4.6e-18
8988	IPR000608	Ubiquitin-conjugating enzyme, E2	ProfileScan	PS50127	UBIQUITIN_CONJUGAT_2	1	788,	913,	19.600
8988	IPR016135	Ubiquitin-conjugating enzyme/RWD-like	superfamily	SSF54495	UBC-like	1	786,	909,	9.9e-30
8989	IPR009548	Protein of unknown function DUF1168	HMMPfam	PF06658	DUF1168	1	40,	201,	5.4e-19
8990	IPR001844	Chaperonin Cpn60	FPrintScan	PR00298	CHAPERONIN60	3	36,88,393,	62,115,414,	2.4e-09,2.4e-09,2.4e-09
8990	IPR002423	Chaperonin Cpn60/TCP-1	FPrintScan	PR00304	TCOMPLEXTCP1	5	34,56,86,373,407,	50,74,105,395,419,	6.1e-27,6.1e-27,6.1e-27,6.1e-27,6.1e-27
8990	IPR002423	Chaperonin Cpn60/TCP-1	HMMPfam	PF00118	Cpn60_TCP1	1	32,	526,	3.8e-188
8990	IPR012719	T-complex protein 1, gamma subunit	HMMTigr	TIGR02344	chap_CCT_gamma: T-complex protein 1, g	1	4,	528,	0
8990	IPR002194	Chaperonin TCP-1, conserved site	ScanRegExp	PS00750	TCP1_1	1	37,	49,	NA
8990	IPR002194	Chaperonin TCP-1, conserved site	ScanRegExp	PS00751	TCP1_2	1	58,	74,	8e-5
8990	IPR002194	Chaperonin TCP-1, conserved site	ScanRegExp	PS00995	TCP1_3	1	86,	94,	8e-5
8990	IPR008950	GroEL-like chaperone, ATPase	superfamily	SSF48592	GroEL equatorial domain-like	1	11,	526,	1.2e-92
8992	IPR001279	Beta-lactamase-like	HMMPfam	PF00753	Lactamase_B	1	125,	185,	4.9e-07
8993	IPR003959	AAA ATPase, core	HMMPfam	PF00004	AAA	1	286,	413,	6.6e-26
8993	IPR014851	BCS1 N terminal	HMMPfam	PF08740	BCS1_N	1	59,	252,	1e-81
8993	IPR003593	AAA+ ATPase, core	HMMSmart	SM00382	no description	1	283,	416,	1.1e-10
8993	IPR003960	AAA ATPase, conserved site	ScanRegExp	PS00674	AAA	1	384,	402,	NA
8995	IPR012317	Poly(ADP-ribose) polymerase, catalytic region	HMMPfam	PF00644	PARP	1	464,	679,	9.4e-105
8995	IPR004102	Poly(ADP-ribose) polymerase, regulatory region	HMMPfam	PF02877	PARP_reg	1	320,	462,	2.3e-31
8995	IPR008893	WGR	HMMPfam	PF05406	WGR	1	201,	285,	1.4e-19
8995	IPR008893	WGR	HMMSmart	SM00773	no description	1	206,	285,	1.5e-32
8995	IPR001357	BRCT	ProfileScan	PS50172	BRCT	1	1,	122,	13.367
8995	IPR012317	Poly(ADP-ribose) polymerase, catalytic region	ProfileScan	PS51059	PARP_CATALYTIC	1	455,	680,	74.208
8995	IPR004102	Poly(ADP-ribose) polymerase, regulatory region	ProfileScan	PS51060	PARP_ALPHA_HD	1	320,	446,	37.001
8995	IPR001917	Aminotransferase, class-II, pyridoxal-phosphate binding site	ScanRegExp	PS00599	AA_TRANSFER_CLASS_2	1	613,	622,	NA
8995	IPR004102	Poly(ADP-ribose) polymerase, regulatory region	superfamily	SSF47587	Domain of poly(ADP-ribose) polymerase	1	320,	465,	4.9e-43
8995	IPR001357	BRCT	superfamily	SSF52113	BRCT domain	1	51,	123,	8.8e-14
8996	IPR000195	RabGAP/TBC	HMMPfam	PF00566	TBC	1	499,	744,	1.5e-31
8996	IPR000195	RabGAP/TBC	HMMSmart	SM00164	no description	1	499,	745,	8e-54
8996	IPR000195	RabGAP/TBC	ProfileScan	PS50086	TBC_RABGAP	1	502,	722,	30.864
8996	IPR000195	RabGAP/TBC	superfamily	SSF47923	Ypt/Rab-GAP domain of gyp1p	2	462,644,	638,778,	1.4e-37,3.3e-19
